1762.png,1
1763.png,0
1777.png,0
1987.png,0
1993.png,2
1978.png,1
1944.png,0
1788.png,1
1950.png,0
94.png,0
1818.png,1
1830.png,0
1824.png,0
1832.png,0
1826.png,1
1629.png,0
96.png,0
1946.png,2
1952.png,1
1985.png,1
1749.png,0
1991.png,2
1761.png,1
1775.png,0
1774.png,1
1760.png,1
1990.png,1
1748.png,1
1984.png,2
1953.png,0
1947.png,1
97.png,0
1628.png,1
1827.png,1
1833.png,0
1837.png,1
1823.png,0
82_11_1.png,1
1638.png,2
93.png,0
1943.png,1
1957.png,0
1764.png,1
1770.png,2
1758.png,0
1980.png,0
1994.png,0
1995.png,0
1981.png,1
1759.png,1
1771.png,1
1765.png,0
91_10.3_1.png,1
1956.png,2
1942.png,1
1639.png,0
1822.png,1
1836.png,0
1808.png,0
1820.png,1
1834.png,0
89_9.5_0.png,0
1968.png,1
1954.png,1
1940.png,0
1798.png,0
1773.png,1
1767.png,2
1997.png,1
1983.png,2
1982.png,0
1996.png,0
1766.png,1
1772.png,0
1799.png,1
1941.png,0
1955.png,0
1969.png,0
1835.png,0
1821.png,0
1809.png,0
